id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,1715673392760,0.54750581,0.2628289228571429,0.19471519285714287,-0.03691372857142856,0.3417354571428572,0.23972096000000004
1,1715673392770,0.9234956444444443,1.0494514777777777,0.0854589111111111,0.6007350844444445,-0.06554923677777777,2.004469411111111
2,1715673392780,0.46851513999999994,0.98950894,0.0008902951999999999,0.07055494000000001,-0.056275963,1.6603317
3,1715673392790,0.27512582,1.02801116,0.017671761799999998,-0.334967955,0.020357084799999998,1.54026613
4,1715673392800,0.15453340047000003,1.0563116300000002,0.010092051639999999,-0.7445531049999999,0.125563353,1.41681034
5,1715673392810,0.0070126047,1.0950029,0.0037807084,-1.1134546,0.21517728,1.2620476
6,1715673392820,-0.06932721412000001,1.1221691200000001,7.927286000000006e-05,-1.22597596,0.245048583,1.086713995
7,1715673392830,-0.283455556,1.1949721800000002,-0.034758125,-1.30340314,0.243979568,0.71257431
8,1715673392840,-0.388034826,1.23270608,-0.030379819359999997,-1.1814439399999999,0.155862274,0.418412148
9,1715673392850,-0.467588236,1.24884122,0.01063476696,-0.9770789799999999,0.0815810556,0.001466082000000013
10,1715673392860,-0.5175369666666667,1.2139394666666667,0.03887083166666667,-0.7277101833333333,0.06064534344444444,-0.4724533666666667
11,1715673392870,-0.526762448,1.1744588200000001,0.034197117060000004,-0.521144405,0.056046886500000004,-0.81947572
12,1715673392880,-0.5296243888888889,1.0538961444444446,-0.01680314908888889,-0.3405064622222222,0.027828305555555558,-1.1184433444444444
13,1715673392890,-0.507810128,0.9958141560000001,-0.0271235346,-0.24547619599999998,-0.014905112000000002,-1.3101226799999999
14,1715673392900,-0.444891818,0.963141584,-0.007780942000000001,-0.20143281600000001,-0.0275500228,-1.4752089800000001
15,1715673392910,-0.350910728,0.9647392400000001,0.0122568124,-0.23167065,0.018325958000000003,-1.62100725
16,1715673392920,-0.21492108000000001,1.0023756,0.035002041,-0.32001704000000003,0.0910189215,-1.76410245
17,1715673392930,-0.11436982044444445,1.0395322777777778,0.046730367777777775,-0.38805215444444446,0.1414662088888889,-1.867856211111111
18,1715673392940,-0.0272820803,1.07407487,0.044825786599999994,-0.42864414799999995,0.175241969,-1.9900004
19,1715673392950,0.192206335,1.1514390799999998,0.057448470200000004,-0.38142426,0.188177032,-2.33405512
20,1715673392960,0.42607499555555556,1.200205488888889,0.07923904,-0.17465655000000002,0.14567439444444444,-2.7699514333333335
21,1715673392970,0.541574288,1.21268662,0.097030055,-0.04680754599999999,0.11444560399999999,-2.9833894499999998
22,1715673392980,0.75062308,1.24854845,0.156320095,0.12484558500000001,0.06291911850000001,-3.2620203499999993
23,1715673392990,0.9109068333333332,1.2795055,0.21810215333333333,0.19125172666666668,0.058846684666666677,-3.4173328
24,1715673393000,1.11607732,1.34537114,0.305859322,0.197340015,0.11360566400000001,-3.5919791699999997
25,1715673393010,1.30657017,1.46528055,0.41275579100000004,0.11589641390000001,0.25074491,-3.8070037799999996
26,1715673393020,1.50811848,1.57217097,0.505047759,0.012644910999999998,0.495289532,-4.13448878
27,1715673393030,1.66217,1.6279609,0.5674112,-0.035277467,0.6339254,-4.319123
28,1715673393040,1.90149501,1.7330706599999999,0.65952015,-0.0879187804,0.839359405,-4.4719307
29,1715673393050,2.1975062,1.8721216000000003,0.7735207,-0.14126259,1.0812315,-4.618752
30,1715673393060,2.61765285,2.00278146,0.88539315,-0.199798746,1.35300543,-4.71267233
31,1715673393070,3.14718973,2.17549276,1.08902695,-0.1840384194,1.6049262,-4.728722970000001
32,1715673393080,3.8531822499999997,2.2944632,1.30626525,0.1579239372,1.86744561,-4.71529929
33,1715673393090,4.2429374555555555,2.293291,1.3608382,0.8495438888888889,2.0847642777777775,-4.787775255555555
34,1715673393100,4.5612052,2.2524971999999996,1.3375292399999998,1.6825062,2.1955413,-4.94269382
35,1715673393110,4.70179862,2.1686508000000004,1.2859897,2.40500703,2.18935629,-5.13094709
36,1715673393120,4.613086340000001,1.87914624,1.2088389,2.89843334,2.20351314,-5.40737898
37,1715673393130,4.416070755555555,1.6108257555555556,1.1524385888888888,2.9704340333333334,2.3216443333333334,-5.572414466666667
38,1715673393140,4.2434793,1.3935568,1.0898806,2.9022207,2.4439192,-5.6257634
39,1715673393150,3.50981456,0.6732221920000001,0.81907218,2.5055554,2.7887525799999997,-5.347055880000001
40,1715673393160,3.169527622222222,0.41136546777777777,0.6965989555555556,2.410355488888889,2.8770905222222223,-5.141465777777778
41,1715673393170,2.56523508,0.029904186,0.46892981999999994,2.4038769600000003,2.89440176,-4.6648114000000005
42,1715673393180,2.12722172,-0.207097454,0.333177974,2.48952034,2.77103746,-4.24346728
43,1715673393190,1.7524802,-0.394149,0.25653937,2.577545966666667,2.6069184,-3.82478
44,1715673393200,1.4468649199999999,-0.54342192,0.206268144,2.62421596,2.4866798,-3.4368806
45,1715673393210,1.111845336,-0.72221286,0.10143274399999999,2.63588345,2.39283555,-2.9134453999999996
46,1715673393220,0.8065409349999999,-0.9085896,-0.031770150000000004,2.5950319,2.2919664,-2.4422392
47,1715673393230,0.620328878,-1.02725503,-0.12109243600000001,2.5393974,2.2238090500000003,-2.1500318
48,1715673393240,0.52801865,-1.0806727,-0.16580236,2.3926065,2.1354322,-1.7440202
49,1715673393250,0.401480745,-1.12110806,-0.215049131,2.04166436,1.9988580500000002,-1.19146208
50,1715673393260,0.368472726,-1.1384811400000001,-0.213671006,1.4182000399999999,1.8653686399999998,-0.606176831
51,1715673393270,0.37591217600000004,-1.1666778800000002,-0.21595162,0.842306825,1.8100700499999998,-0.238084735
52,1715673393280,0.37960888,-1.2011134222222222,-0.27140473111111113,0.6041117944444444,1.7600554777777777,-0.1148257051111111
53,1715673393290,0.35486216000000004,-1.2634396,-0.32777522800000003,0.36352591999999995,1.56473132,-0.016584990799999998
54,1715673393300,0.3034662133333333,-1.3421922,-0.37714936,0.2586335644444444,1.2837332444444445,0.06297003
55,1715673393310,0.265539878,-1.4159728399999998,-0.40558464,0.17406604399999998,0.9604633680000001,0.17855592
56,1715673393320,0.230117085,-1.4825194499999998,-0.402041732,0.07231116750000001,0.7082524259999999,0.32438472700000004
57,1715673393330,0.194511346,-1.50380728,-0.361021064,-0.175073982,0.420214208,0.5942497
58,1715673393340,0.18226673,-1.4991728,-0.33501956,-0.4086688499999999,0.28130344,0.8045095
59,1715673393350,0.16622243666666667,-1.4862723555555555,-0.34770321333333337,-0.7353290666666666,0.18332744888888886,1.0477527
60,1715673393360,0.13619697,-1.4482248,-0.45624614,-1.2111167,-0.03726278499999999,1.4555391500000001
61,1715673393370,0.164338856,-1.40826516,-0.53718988,-1.45825752,-0.349445464,1.8561446399999997
62,1715673393380,0.22976950499999999,-1.3430052,-0.558172825,-1.5438091999999999,-0.672715335,2.1967478
63,1715673393390,0.3024770033333333,-1.2711717,-0.550337,-1.5542957,-0.9738719000000001,2.4750223333333334
64,1715673393400,0.36904592799999997,-1.1956428799999999,-0.5429585,-1.5324776,-1.23090875,2.6835310199999998
65,1715673393410,0.44381247300000004,-1.0835815,-0.52652462,-1.5124565300000001,-1.59825257,2.89272183
66,1715673393420,0.48338186999999994,-1.0182302,-0.49899250000000006,-1.5488488666666667,-1.8075332777777777,2.993799722222222
67,1715673393430,0.52255486,-0.9476894719999999,-0.456099792,-1.6906611999999999,-1.9570595400000002,3.10423388
68,1715673393440,0.5407023,-0.91407776,-0.44405028,-1.8997909700000002,-2.03920569,3.2169691200000003
69,1715673393450,0.5853932222222222,-0.8667849955555557,-0.4565510644444444,-2.1441201333333333,-2.1119476555555554,3.3340685666666667
70,1715673393460,0.658294532,-0.7998027600000001,-0.47502771999999993,-2.48231188,-2.26261424,3.45765004
71,1715673393470,0.7546476799999999,-0.780076025,-0.46359413499999996,-2.7169757999999997,-2.45086775,3.5288159
72,1715673393480,0.8252107622222222,-0.7973704055555556,-0.4454121722222222,-2.7933339999999998,-2.582331,3.5898514666666665
73,1715673393490,0.8826490960000001,-0.8179440899999999,-0.434976584,-2.8237552,-2.72453532,3.6785693700000004
74,1715673393500,0.9971314,-0.8445615,-0.41971964,-2.78692,-2.9066496,3.8347065000000002
75,1715673393510,1.3642076300000001,-0.8616904780000001,-0.24938651600000003,-2.5072353,-3.29766446,4.393648000000001
76,1715673393520,1.633028877777778,-0.8043423111111111,-0.1369592082222222,-2.3928270222222223,-3.4071347888888885,4.675850888888889
77,1715673393530,2.21938558,-0.620780144,0.0943103818,-2.26907422,-3.51053562,5.2048163
78,1715673393540,2.4717295,-0.5149691,0.20751211,-2.2591324,-3.4946074000000005,5.440213
79,1715673393550,3.3606838000000003,-0.18682188000000002,0.530671209,-2.3658811,-3.22619322,6.00443896
80,1715673393560,4.21085525,0.30574956000000003,0.8920947250000001,-2.50905254,-2.80051183,6.436412300000001
81,1715673393570,4.5889464222222225,0.6591577311111112,1.0615117666666667,-2.5962961,-2.3436355,6.615382211111111
82,1715673393580,5.101602560000001,1.38808106,1.21787594,-2.54159658,-1.71253018,6.34991378
83,1715673393590,5.190638300000001,1.6760734499999999,1.2922401000000001,-2.19743505,-1.45698995,5.71029185
84,1715673393600,5.141174255555556,1.7929027444444445,1.3697818888888889,-1.7164804333333334,-1.3161091666666667,5.100826533333334
85,1715673393610,4.76605856,1.8049712,1.43551062,-0.671188224,-1.04231938,4.402078319999999
86,1715673393620,4.33869824,1.70005652,1.3358463,0.701807795,-0.6597345,3.9138136500000003
87,1715673393630,4.026308380000001,1.58798294,1.1167481320000001,1.3693460600000003,-0.475741876,3.8318966599999995
88,1715673393640,3.6702684999999997,1.5767248333333332,0.8450763800000001,2.0221167,-0.31642818,3.8365393
89,1715673393650,3.3464757999999994,1.6906475,0.638147,2.7013988,-0.12140946999999999,3.8438694
90,1715673393660,2.93257975,1.8743897600000001,0.472533671,2.4781886,0.257800391,3.56261193
91,1715673393670,2.50665858,1.9350519000000002,0.26843030199999995,1.7857118,0.682336464,3.01245146
92,1715673393680,2.1347926444444445,1.8480144111111112,0.07933389688888888,1.0399980777777778,0.8678868111111111,2.413681355555555
93,1715673393690,1.7209785199999998,1.70678256,-0.0795412232,0.5214651260000001,0.8250957,1.9498513800000001
94,1715673393700,1.2548598,1.5185947499999999,-0.15933856500000002,0.18738290559999998,0.611842652,1.5695877
95,1715673393710,1.033630811111111,1.4139443444444444,-0.1579902522222222,0.0033936957777777796,0.4114007811111111,1.3239486222222223
96,1715673393720,0.78543002,1.2896910700000002,-0.11796419999999999,-0.144087839,0.2053576223,1.133399394
97,1715673393730,0.48618692399999996,1.1572992000000002,-0.058186326,-0.30619620599999997,0.02144137106,0.945711056
98,1715673393740,0.252368384,1.10585728,-0.059747393999999995,-0.4849506600000001,0.0245873268,0.814130675
99,1715673393750,0.05966472722222222,1.0867098222222222,-0.1155148788888889,-0.5839872,0.04642576,0.75869465
100,1715673393760,-0.14358155199999997,1.11707738,-0.187437762,-0.82737116,-0.06740897900000001,0.616042315
101,1715673393770,-0.301773708,1.19250856,-0.1575274855,-1.1155773500000001,-0.256838293,0.340954427
102,1715673393780,-0.42257342800000003,1.26629948,-0.0693820934,-1.30601462,-0.400880307,-0.033567051
103,1715673393790,-0.5327614644444444,1.3002791222222223,0.04672359388888889,-1.4015455,-0.4787995633333333,-0.4813109111111111
104,1715673393800,-0.5894795389999999,1.30607618,0.101018087,-1.3778676600000002,-0.474749192,-0.7875122
105,1715673393810,-0.633915026,1.3000759199999998,0.141276528,-1.26702608,-0.44605379999999994,-1.1291233200000002
106,1715673393820,-0.626310911,1.26419563,0.178553102,-1.0691668699999999,-0.421481744,-1.40210368
107,1715673393830,-0.605181634,1.2454689499999998,0.208274348,-0.83221223,-0.396604274,-1.6331176800000002
108,1715673393840,-0.56753314,1.2259862,0.23489174,-0.59421915,-0.37705657,-1.8315268
109,1715673393850,-0.43048851599999993,1.2159612000000002,0.32614097200000003,-0.273637093,-0.319910109,-2.03129488
110,1715673393860,-0.30948283111111113,1.2492395222222223,0.36494677111111107,0.006464993333333335,-0.19995654833333332,-2.173305733333333
111,1715673393870,-0.09299323880000002,1.36512846,0.331677864,0.224584612,-0.0605978338,-2.3372009599999997
112,1715673393880,0.108481944,1.50731365,0.275412395,0.31804699,0.0057421334,-2.65100248
113,1715673393890,0.29928575999999996,1.5857267199999998,0.265747204,0.32009339,0.065515297,-3.2219324
114,1715673393900,0.5114525866666667,1.5935482333333335,0.2937773,0.29051733333333335,0.14060081666666668,-3.6559776
